order_id,name,ordered_at,price,quantity,line_total
10015,"""ICE CREAM"" Strawberry",1/1/2018 20:11,3.5,3,10.5
10016,"""SORBET"" Raspberry",1/1/2018 20:53,-2.5,1,-2.5
10016,"""MISC"" Ice Cream Cake",1/1/2018 20:53,2,3,6
10017,"""SORBET"" Lychee",1/1/2018 21:48,3,3,9
10017,"""ICE CREAM"" Dulce De Leche",1/1/2018 21:48,1.5,2,3
10017,"""ICE CREAM"" Rocky Road",1/1/2018 21:48,3.5,2,7
10018,"""ICE CREAM"" Candied Bacon",1/1/2018 22:35,0.5,3,1.5
10018,"""SORBET"" Watermelon",1/1/2018 22:35,2.5,2,5
10018,"""ICE CREAM"" Peanut Fudge",1/1/2018 22:35,3.5,3,10.5
10018,"""SORBET"" Raspberry",1/1/2018 22:35,2.5,3,7.5
10019,"""ICE CREAM"" Wildberry",1/1/2018 22:41,1.5,3,4.5
10020,"""ICE CREAM"" Wildberry",1/1/2018 23:24,1.5,1,1.5
10020,"""BEVERAGE"" Tea",1/1/2018 23:24,4,3,12
10020,"""ICE CREAM"" Strawberry",1/1/2018 23:24,3.5,2,7
10021,"""ICE CREAM"" Matcha",1/1/2018 23:50,1.5,1,1.5
10021,"""CONE"" Waffle Cone",1/1/2018 23:50,4,3,12
10021,"""ICE CREAM"" Matcha",1/1/2018 23:50,1.5,3,4.5
10021,"""ICE CREAM"" Dulce De Leche",1/1/2018 23:50,1.5,3,4.5
10022,"""SORBET"" Lychee",1/2/2018 0:38,3,2,5
10023,"""BEVERAGE"" Tea",1/2/2018 1:28,4,1,4
10024,"""ICE CREAM"" Mint Chip",1/2/2018 2:05,1.5,2,3
10025,"""MISC"" Ice Cream Cake",1/2/2018 2:57,2,1,2
10025,"""SORBET"" Lemon",1/2/2018 2:57,2.5,2,5
10025,"""ICE CREAM"" Mint Chip",1/2/2018 2:57,1.5,2,3
10025,"""SORBET"" Blood Orange",1/2/2018 2:57,2.5,3,7.5
10026,"""SORBET"" Lemon",1/2/2018 3:25,2.5,2,5
10026,"""CONE"" Brownie Cone",1/2/2018 3:25,3,1,3
10026,,1/2/2018 3:25,0.5,2,1
10027,"""CONE"" Dipped Waffle Cone",1/2/2018 3:46,3.5,2,7
10027,"""ICE CREAM"" Vanilla Bean",1/2/2018 3:46,1.5,3,4.5
10027,"""BEVERAGE"" Espresso",1/2/2018 3:46,2.5,2,5
10028,"""ICE CREAM"" Dulce De Leche",1/2/2018 4:32,1.5,2,3
10028,"""ICE CREAM"" Matcha",1/2/2018 4:32,1.5,3,4.5
10028,"""MISC"" Ice Cream Cake",1/2/2018 4:32,2,1,2
10029,"""BEVERAGE"" Iced Coffee",1/2/2018 4:54,2.5,3,7.5
10030,"""CONE"" Waffle Cone",1/2/2018 4:56,4,2,8
10030,"""ICE CREAM"" Dark Chocolate",1/2/2018 4:56,4,2,8
10030,"""CONE"" Brownie Cone",1/2/2018 4:56,3,1,3
10031,,1/2/2018 5:45,3.5,3,10.5
10031,"""ICE CREAM"" Mint Chip",1/2/2018 5:45,1.5,1,1.5
10031,"""ICE CREAM"" Candied Bacon",1/2/2018 5:45,0.5,1,0.5
10032,"""SORBET"" Watermelon",1/2/2018 5:49,2.5,2,5
10032,"""ICE CREAM"" Wildberry",1/2/2018 5:49,1.5,2,3
10033,"""ICE CREAM"" Mint Chip",1/2/2018 6:29,1.5,1,1.5
10033,"""BEVERAGE"" Espresso",1/2/2018 6:29,2.5,3,7.5
10034,"""MISC"" Ice Cream Cake",1/2/2018 7:17,2,1,2
10034,"""CONE"" Waffle Cone",1/2/2018 7:17,4,2,8
10034,"""SORBET"" Blood Orange",1/2/2018 7:17,2.5,2,5
10034,"""ICE CREAM"" Maple Brown Sugar",1/2/2018 7:17,2,1,2
10035,"""BEVERAGE"" Tea",1/2/2018 7:25,4,2,8
10035,"""ICE CREAM"" Dulce De Leche",1/2/2018 7:25,1.5,1,1.5
10035,"""BEVERAGE"" Iced Coffee",1/2/2018 7:25,2.5,3,7.5
10035,"""CONE"" Sugar Cone",1/2/2018 7:25,1,1,1
10035,"""ICE CREAM"" Matcha",1/2/2018 7:25,1.5,3,4.5
10036,"""ICE CREAM"" Wildberry",1/2/2018 7:33,1.5,3,4.5
10036,"""MISC"" Ice Cream Cake",1/2/2018 7:33,2,1,2
10037,"""CONE"" Cookie Cone",1/2/2018 7:41,4,1,4
10037,"""MISC"" Ice Cream Cake",1/2/2018 7:41,2,3,6
10037,"""ICE CREAM"" Mint Chip",1/2/2018 7:41,1.5,2,3
10037,"""ICE CREAM"" Matcha",1/2/2018 7:41,1.5,3,4.5
10037,"""CONE"" Sugar Cone",1/2/2018 7:41,1,3,3
10038,"""ICE CREAM"" Maple Brown Sugar",1/2/2018 8:01,2,3,6
10038,"""ICE CREAM"" Dark Chocolate",1/2/2018 8:01,4,3,12
10038,"""ICE CREAM"" Double Fudge Chunk",1/2/2018 8:01,3.5,2,7
10038,"""CONE"" Dipped Waffle Cone",1/2/2018 8:01,3.5,2,7
10039,"""CONE"" Brownie Cone",1/2/2018 9:00,3,2,6
10039,"""ICE CREAM"" Vanilla Bean",1/2/2018 9:00,1.5,1,1.5
10039,"""ICE CREAM"" Matcha",1/2/2018 9:00,1.5,3,4.5
10040,"""BEVERAGE"" Espresso",1/2/2018 9:27,2.5,3,7.5
10041,"""ICE CREAM"" Matcha",1/2/2018 9:46,1.5,3,4.5
10041,"""ICE CREAM"" Candied Bacon",1/2/2018 9:46,0.5,2,1
10041,"""ICE CREAM"" Strawberry",1/2/2018 9:46,3.5,3,10.5
10041,"""ICE CREAM"" Matcha",1/2/2018 9:46,1.5,1,1.5
10041,"""ICE CREAM"" Rocky Road",1/2/2018 9:46,3.5,2,7
10042,"""CONE"" Waffle Cone",1/2/2018 10:13,4,3,12
10043,,1/2/2018 10:17,4,2,8
10044,"""SORBET"" Watermelon",1/2/2018 11:08,2.5,2,5
10045,"""ICE CREAM"" Matcha",1/2/2018 11:29,1.5,1,1.5
10045,"""BEVERAGE"" Iced Coffee",1/2/2018 11:29,2.5,3,7.5
10046,"""SORBET"" Blood Orange",1/2/2018 11:45,2.5,1,2.5
10047,"""ICE CREAM"" Double Fudge Chunk",1/2/2018 12:01,3.5,1,3.5
10048,"""CONE"" Dipped Waffle Cone",1/2/2018 13:00,3.5,2,7
10048,"""ICE CREAM"" Double Fudge Chunk",1/2/2018 13:00,3.5,1,3.5
10048,"""ICE CREAM"" Maple Brown Sugar",1/2/2018 13:00,2,1,2
10048,"""ICE CREAM"" Matcha",1/2/2018 13:00,1.5,2,3
10048,"""ICE CREAM"" Wildberry",1/2/2018 13:00,1.5,2,3
10049,"""CONE"" Waffle Cone",1/2/2018 13:47,4,2,8
10049,"""CONE"" Dipped Waffle Cone",1/2/2018 13:47,3.5,1,3.5
10049,"""SORBET"" Watermelon",1/2/2018 13:47,2.5,1,2.5
10049,"""CONE"" Dipped Waffle Cone",1/2/2018 13:47,3.5,1,3.5
10050,"""ICE CREAM"" Dulce De Leche",1/2/2018 14:43,1.5,2,3
10050,"""ICE CREAM"" Wildberry",1/2/2018 14:43,1.5,1,1.5
10050,,1/2/2018 14:43,2.5,2,5
10050,"""SORBET"" Raspberry",1/2/2018 14:43,2.5,1,2.5
10051,"""ICE CREAM"" Earl Gray",1/2/2018 14:53,0.5,3,1.5
10051,"""ICE CREAM"" Wildberry",1/2/2018 14:53,1.5,3,4.5
10051,"""ICE CREAM"" Dark Chocolate",1/2/2018 14:53,4,2,8
10051,"""ICE CREAM"" Maple Brown Sugar",1/2/2018 14:53,2,3,6
10052,"""CONE"" Sugar Cone",1/2/2018 15:35,1,1,1
10053,"""BEVERAGE"" Iced Coffee",1/2/2018 16:08,2.5,1,2.5
10053,,1/2/2018 16:08,4,2,8
10053,"""ICE CREAM"" Maple Brown Sugar",1/2/2018 16:08,2,3,6
10053,"""ICE CREAM"" Strawberry",1/2/2018 16:08,3.5,2,7
10053,"""ICE CREAM"" Strawberry",1/2/2018 16:08,3.5,3,10.5
10054,"""CONE"" Waffle Cone",1/2/2018 17:06,4,3,12
10054,"""ICE CREAM"" Mint Chip",1/2/2018 17:06,1.5,1,1.5
10054,"""SORBET"" Lychee",1/2/2018 17:06,3,1,3
10054,"""CONE"" Cookie Cone",1/2/2018 17:06,4,3,12
10054,"""BEVERAGE"" Tea",1/2/2018 17:06,4,1,4
10055,"""SORBET"" Lemon",1/2/2018 17:57,2.5,3,7.5
10056,"""CONE"" Sugar Cone",1/2/2018 18:22,1,2,2
10056,"""ICE CREAM"" Candied Bacon",1/2/2018 18:22,0.5,3,1.5
10057,"""ICE CREAM"" Dulce De Leche",1/2/2018 18:36,1.5,1,1.5
10057,"""SORBET"" Watermelon",1/2/2018 18:36,2.5,1,2.5
10057,"""SORBET"" Raspberry",1/2/2018 18:36,2.5,3,7.5
10058,"""BEVERAGE"" Tea",1/2/2018 19:07,4,2,8
10058,"""ICE CREAM"" Vanilla Bean",1/2/2018 19:07,1.5,1,1.5
10059,"""BEVERAGE"" Tea",1/2/2018 19:16,4,2,8
10059,"""BEVERAGE"" Espresso",1/2/2018 19:16,2.5,3,7.5
10060,"""ICE CREAM"" Matcha",1/2/2018 20:01,1.5,3,4.5
10060,"""SORBET"" Watermelon",1/2/2018 20:01,2.5,3,7.5
10060,"""ICE CREAM"" Maple Brown Sugar",1/2/2018 20:01,2,1,2
10061,"""ICE CREAM"" Dark Chocolate",1/2/2018 20:26,4,2,8
10062,"""CONE"" Dipped Waffle Cone",1/2/2018 20:32,3.5,3,10.5
10062,"""SORBET"" Raspberry",1/2/2018 20:32,2.5,1,2.5
10062,"""CONE"" Cookie Cone",1/2/2018 20:32,4,3,12
10062,"""CONE"" Waffle Cone",1/2/2018 20:32,4,1,4
10063,"""ICE CREAM"" Earl Gray",1/2/2018 21:28,0.5,3,1.5
10063,"""ICE CREAM"" Earl Gray",1/2/2018 21:28,0.5,3,1.5
10063,"""ICE CREAM"" Dulce De Leche",1/2/2018 21:28,1.5,1,1.5
10064,"""ICE CREAM"" Strawberry",1/2/2018 22:01,3.5,3,10.5
10064,"""MISC"" Ice Cream Cake",1/2/2018 22:01,2,2,4
10064,"""CONE"" Waffle Cone",1/2/2018 22:01,4,3,12
10064,"""CONE"" Cookie Cone",1/2/2018 22:01,4,3,12
10065,"""CONE"" Waffle Cone",1/2/2018 22:18,4,1,4
10065,"""ICE CREAM"" Double Fudge Chunk",1/2/2018 22:18,3.5,1,3.5
10065,"""BEVERAGE"" Iced Coffee",1/2/2018 22:18,2.5,1,2.5
10065,"""ICE CREAM"" Dark Chocolate",1/2/2018 22:18,4,3,12
10066,"""ICE CREAM"" Vanilla Bean",1/2/2018 22:46,-1.5,3,-4.5
10067,"""ICE CREAM"" Maple Brown Sugar",1/2/2018 22:59,2,2,4
10067,"""ICE CREAM"" Matcha",1/2/2018 22:59,1.5,2,3
10067,"""BEVERAGE"" Espresso",1/2/2018 22:59,2.5,3,7.5
10068,"""SORBET"" Watermelon",1/2/2018 23:41,2.5,1,2.5
10069,"""SORBET"" Lemon",1/2/2018 23:54,2.5,1,2.5
10069,"""ICE CREAM"" Wildberry",1/2/2018 23:54,1.5,3,4.5
10069,"""SORBET"" Blood Orange",1/2/2018 23:54,2.5,1,2.5
10070,"""ICE CREAM"" Rocky Road",1/3/2018 0:25,3.5,3,10.5
10070,"""ICE CREAM"" Candied Bacon",1/3/2018 0:25,0.5,2,1
10070,"""ICE CREAM"" Maple Brown Sugar",1/3/2018 0:25,2,2,4
10070,"""ICE CREAM"" Wildberry",1/3/2018 0:25,1.5,1,1.5
10070,"""MISC"" Ice Cream Cake",1/3/2018 0:25,2,1,2
10071,"""BEVERAGE"" Iced Coffee",1/3/2018 0:55,2.5,3,7.5
10072,"""BEVERAGE"" Tea",1/3/2018 1:44,4,2,8
10072,"""ICE CREAM"" Rocky Road",1/3/2018 1:44,3.5,3,10.5
10072,"""ICE CREAM"" Earl Gray",1/3/2018 1:44,0.5,2,1
10072,"""SORBET"" Raspberry",1/3/2018 1:44,2.5,2,5
10073,"""ICE CREAM"" Mint Chip",1/3/2018 1:45,1.5,3,4.5
10073,"""ICE CREAM"" Mint Chip",1/3/2018 1:45,1.5,3,4.5
10073,"""ICE CREAM"" Mint Chip",1/3/2018 1:45,1.5,1,1.5
10073,"""ICE CREAM"" Rocky Road",1/3/2018 1:45,3.5,2,7
10073,"""ICE CREAM"" Mint Chip",1/3/2018 1:45,1.5,3,4.5
10074,"""ICE CREAM"" Dark Chocolate",1/3/2018 2:11,4,2,8
10074,"""CONE"" Waffle Cone",1/3/2018 2:11,4,3,12
10074,"""ICE CREAM"" Vanilla Bean",1/3/2018 2:11,1.5,1,1.5
10074,"""ICE CREAM"" Mint Chip",1/3/2018 2:11,1.5,2,3
10074,"""ICE CREAM"" Double Fudge Chunk",1/3/2018 2:11,3.5,1,3.5
10075,"""CONE"" Cookie Cone",1/3/2018 2:27,4,3,12
10076,"""ICE CREAM"" Maple Brown Sugar",1/3/2018 2:34,2,2,4
10076,"""SORBET"" Raspberry",1/3/2018 2:34,2.5,2,5
10077,"""ICE CREAM"" Strawberry",1/3/2018 3:26,3.5,1,3.5
10077,"""CONE"" Cookie Cone",1/3/2018 3:26,4,3,12
10077,"""ICE CREAM"" Wildberry",1/3/2018 3:26,1.5,3,4.5
10077,"""ICE CREAM"" Rocky Road",1/3/2018 3:26,3.5,2,7
10078,"""ICE CREAM"" Earl Gray",1/3/2018 4:09,0.5,1,0.5
10078,"""MISC"" Ice Cream Cake",1/3/2018 4:09,2,1,2
10078,"""SORBET"" Watermelon",1/3/2018 4:09,2.5,1,2.5
10078,"""CONE"" Sugar Cone",1/3/2018 4:09,1,3,3
10078,"""CONE"" Brownie Cone",1/3/2018 4:09,3,2,6
10079,"""SORBET"" Watermelon",1/3/2018 4:56,2.5,2,5
10079,"""SORBET"" Raspberry",1/3/2018 4:56,2.5,1,2.5
10080,,1/3/2018 5:46,1.5,3,4.5
10080,"""BEVERAGE"" Tea",1/3/2018 5:46,4,1,4
10080,"""ICE CREAM"" Strawberry",1/3/2018 5:46,3.5,2,7
10080,"""MISC"" Ice Cream Cake",1/3/2018 5:46,2,1,2
10080,"""ICE CREAM"" Earl Gray",1/3/2018 5:46,0.5,2,1
10081,"""ICE CREAM"" Matcha",1/3/2018 6:38,1.5,1,1.5
10081,"""ICE CREAM"" Rocky Road",1/3/2018 6:38,3.5,2,7
10081,"""ICE CREAM"" Matcha",1/3/2018 6:38,1.5,2,3
10082,"""ICE CREAM"" Wildberry",1/3/2018 6:38,1.5,2,3
10082,"""ICE CREAM"" Matcha",1/3/2018 6:38,1.5,3,4.5
10082,"""ICE CREAM"" Peanut Fudge",1/3/2018 6:38,3.5,3,10.5
10082,,1/3/2018 6:38,1.5,2,3
10083,"""ICE CREAM"" Mint Chip",1/3/2018 6:41,1.5,1,1.5
10083,"""ICE CREAM"" Dark Chocolate",1/3/2018 6:41,4,1,4
10083,"""ICE CREAM"" Matcha",1/3/2018 6:41,1.5,2,3
10083,"""CONE"" Waffle Cone",1/3/2018 6:41,4,3,12
10084,"""SORBET"" Raspberry",1/3/2018 7:10,2.5,3,7.5
10084,"""BEVERAGE"" Espresso",1/3/2018 7:10,2.5,1,2.5
10084,"""BEVERAGE"" Espresso",1/3/2018 7:10,2.5,2,5
10085,,1/3/2018 7:16,4,1,4
10085,"""BEVERAGE"" Tea",1/3/2018 7:16,4,3,12
10085,"""ICE CREAM"" Matcha",1/3/2018 7:16,1.5,2,3
10086,"""ICE CREAM"" Earl Gray",1/3/2018 8:05,0.5,1,0.5
10087,"""ICE CREAM"" Peanut Fudge",1/3/2018 8:08,3.5,1,3.5
10087,"""SORBET"" Watermelon",1/3/2018 8:08,2.5,1,2.5
10087,"""MISC"" Ice Cream Cake",1/3/2018 8:08,2,1,2
10087,"""ICE CREAM"" Strawberry",1/3/2018 8:08,3.5,3,10.5
10087,"""ICE CREAM"" Peanut Fudge",1/3/2018 8:08,3.5,3,10.5
10088,"""ICE CREAM"" Vanilla Bean",1/3/2018 8:19,1.5,3,4.5
10088,"""CONE"" Sugar Cone",1/3/2018 8:19,1,2,2
10088,"""SORBET"" Blood Orange",1/3/2018 8:19,2.5,2,5
10088,"""ICE CREAM"" Strawberry",1/3/2018 8:19,3.5,3,10.5
10089,"""BEVERAGE"" Tea",1/3/2018 8:49,4,2,8
10089,"""BEVERAGE"" Tea",1/3/2018 8:49,4,3,12
10089,"""SORBET"" Raspberry",1/3/2018 8:49,2.5,2,5
10089,"""ICE CREAM"" Dulce De Leche",1/3/2018 8:49,1.5,3,4.5
10089,,1/3/2018 8:49,4,1,4
10090,"""SORBET"" Blood Orange",1/3/2018 9:05,-2.5,2,-5
10090,"""ICE CREAM"" Double Fudge Chunk",1/3/2018 9:05,3.5,2,7
10090,"""SORBET"" Raspberry",1/3/2018 9:05,2.5,2,5
10090,"""ICE CREAM"" Wildberry",1/3/2018 9:05,1.5,2,3
10090,"""ICE CREAM"" Rocky Road",1/3/2018 9:05,3.5,2,7
10091,"""SORBET"" Blood Orange",1/3/2018 9:14,2.5,2,5
10091,"""SORBET"" Blood Orange",1/3/2018 9:14,2.5,2,5
10091,"""SORBET"" Watermelon",1/3/2018 9:14,2.5,1,2.5
10092,"""ICE CREAM"" Peanut Fudge",1/3/2018 9:44,3.5,3,10.5
10092,"""CONE"" Sugar Cone",1/3/2018 9:44,1,2,2
10092,"""CONE"" Cookie Cone",1/3/2018 9:44,4,3,12
10092,"""CONE"" Sugar Cone",1/3/2018 9:44,1,2,2
10093,,1/3/2018 9:57,3.5,2,7
10093,"""BEVERAGE"" Tea",1/3/2018 9:57,4,1,4
10093,"""BEVERAGE"" Iced Coffee",1/3/2018 9:57,2.5,3,7.5
10094,"""ICE CREAM"" Wildberry",1/3/2018 10:29,1.5,2,3
10094,"""CONE"" Waffle Cone",1/3/2018 10:29,4,2,8
10094,"""ICE CREAM"" Earl Gray",1/3/2018 10:29,0.5,3,1.5
10094,"""BEVERAGE"" Iced Coffee",1/3/2018 10:29,2.5,1,2.5
10094,"""CONE"" Brownie Cone",1/3/2018 10:29,3,2,6
10095,"""ICE CREAM"" Dulce De Leche",1/3/2018 11:03,1.5,3,4.5
10095,"""ICE CREAM"" Vanilla Bean",1/3/2018 11:03,1.5,3,4.5
10095,"""BEVERAGE"" Tea",1/3/2018 11:03,4,2,8
10095,"""CONE"" Waffle Cone",1/3/2018 11:03,4,3,12
10096,,1/3/2018 11:31,1.5,1,1.5
10096,"""SORBET"" Lemon",1/3/2018 11:31,2.5,2,5
10096,"""CONE"" Brownie Cone",1/3/2018 11:31,3,1,3
10096,"""ICE CREAM"" Dark Chocolate",1/3/2018 11:31,4,2,8
10097,"""BEVERAGE"" Iced Coffee",1/3/2018 12:20,2.5,2,6
10097,"""MISC"" Ice Cream Cake",1/3/2018 12:20,2,3,6
10097,"""ICE CREAM"" Dulce De Leche",1/3/2018 12:20,1.5,3,4.5
10098,"""ICE CREAM"" Strawberry",1/3/2018 13:08,3.5,3,10.5
10098,"""ICE CREAM"" Candied Bacon",1/3/2018 13:08,0.5,1,0.5
10099,"""ICE CREAM"" Double Fudge Chunk",1/3/2018 14:03,3.5,1,3.5
10099,"""SORBET"" Blood Orange",1/3/2018 14:03,2.5,1,2.5
10100,"""BEVERAGE"" Espresso",1/3/2018 14:11,2.5,3,7.5
10100,"""ICE CREAM"" Wildberry",1/3/2018 14:11,1.5,2,3
10101,"""CONE"" Waffle Cone",1/3/2018 14:42,4,1,4
10102,"""BEVERAGE"" Iced Coffee",1/3/2018 14:50,2.5,3,7.5
10102,"""BEVERAGE"" Tea",1/3/2018 14:50,4,2,8
10102,"""ICE CREAM"" Maple Brown Sugar",1/3/2018 14:50,2,1,2
10102,"""ICE CREAM"" Vanilla Bean",1/3/2018 14:50,1.5,1,1.5
10103,"""BEVERAGE"" Tea",1/3/2018 15:18,4,3,12
10103,"""BEVERAGE"" Iced Coffee",1/3/2018 15:18,2.5,1,2.5
10103,"""SORBET"" Lemon",1/3/2018 15:18,2.5,1,2.5
10104,"""ICE CREAM"" Matcha",1/3/2018 15:37,1.5,3,4.5
10105,"""ICE CREAM"" Earl Gray",1/3/2018 16:26,0.5,3,1.5
10105,"""SORBET"" Lemon",1/3/2018 16:26,2.5,3,7.5
10105,"""ICE CREAM"" Wildberry",1/3/2018 16:26,1.5,2,3
10106,"""BEVERAGE"" Espresso",1/3/2018 16:31,2.5,1,2.5
10106,"""BEVERAGE"" Iced Coffee",1/3/2018 16:31,2.5,3,7.5
10106,"""ICE CREAM"" Double Fudge Chunk",1/3/2018 16:31,3.5,2,7
10106,"""ICE CREAM"" Strawberry",1/3/2018 16:31,3.5,1,3.5
10107,"""ICE CREAM"" Earl Gray",1/3/2018 17:29,0.5,1,0.5
10108,"""ICE CREAM"" Peanut Fudge",1/3/2018 18:23,3.5,3,10.5
10108,"""SORBET"" Blood Orange",1/3/2018 18:23,2.5,3,7.5
10108,"""BEVERAGE"" Tea",1/3/2018 18:23,4,3,12
10109,"""CONE"" Sugar Cone",1/3/2018 19:08,1,1,1
10110,"""ICE CREAM"" Vanilla Bean",1/3/2018 20:05,1.5,1,1.5
10110,"""ICE CREAM"" Dulce De Leche",1/3/2018 20:05,1.5,1,1.5
10110,"""ICE CREAM"" Strawberry",1/3/2018 20:05,3.5,2,7
10110,"""CONE"" Dipped Waffle Cone",1/3/2018 20:05,3.5,3,10.5
10110,"""ICE CREAM"" Double Fudge Chunk",1/3/2018 20:05,3.5,3,10.5
10111,"""MISC"" Ice Cream Cake",1/3/2018 20:54,2,1,2
10111,"""ICE CREAM"" Matcha",1/3/2018 20:54,1.5,2,3
10112,,1/3/2018 20:58,3,1,3
10113,"""ICE CREAM"" Vanilla Bean",1/3/2018 20:59,1.5,3,4.5
10113,"""MISC"" Ice Cream Cake",1/3/2018 20:59,2,1,2
10113,"""ICE CREAM"" Earl Gray",1/3/2018 20:59,0.5,1,0.5
10113,"""ICE CREAM"" Earl Gray",1/3/2018 20:59,0.5,2,1
10114,"""SORBET"" Lemon",1/3/2018 21:47,2.5,1,2.5
10114,"""SORBET"" Raspberry",1/3/2018 21:47,2.5,2,5
10114,,1/3/2018 21:47,2,3,6
10115,"""BEVERAGE"" Iced Coffee",1/3/2018 21:50,2.5,1,2.5
10116,"""SORBET"" Lychee",1/3/2018 22:01,3,2,6
10116,"""ICE CREAM"" Mint Chip",1/3/2018 22:01,1.5,1,1.5
10116,"""ICE CREAM"" Mint Chip",1/3/2018 22:01,1.5,3,4.5
10116,"""ICE CREAM"" Vanilla Bean",1/3/2018 22:01,1.5,3,4.5
10117,,1/3/2018 22:02,2,2,4
10117,"""ICE CREAM"" Peanut Fudge",1/3/2018 22:02,3.5,3,10.5
10117,"""ICE CREAM"" Mint Chip",1/3/2018 22:02,1.5,3,4.5
10117,"""ICE CREAM"" Mint Chip",1/3/2018 22:02,1.5,1,1.5
10118,"""SORBET"" Blood Orange",1/3/2018 22:56,2.5,3,7.5
10118,"""SORBET"" Lemon",1/3/2018 22:56,2.5,2,5
10118,"""SORBET"" Blood Orange",1/3/2018 22:56,2.5,3,7.5
10119,"""ICE CREAM"" Rocky Road",1/3/2018 23:06,3.5,1,3.5
10119,"""BEVERAGE"" Iced Coffee",1/3/2018 23:06,2.5,2,5
10119,"""ICE CREAM"" Rocky Road",1/3/2018 23:06,3.5,2,7
10119,"""MISC"" Ice Cream Cake",1/3/2018 23:06,2,3,6
10120,"""ICE CREAM"" Mint Chip",1/3/2018 23:53,1.5,3,4.5
10120,"""SORBET"" Lychee",1/3/2018 23:53,3,1,3
10120,"""MISC"" Ice Cream Cake",1/3/2018 23:53,2,3,6
10120,"""ICE CREAM"" Dark Chocolate",1/3/2018 23:53,4,2,8
10121,"""BEVERAGE"" Iced Coffee",1/4/2018 0:27,2.5,1,2.5
